run_at_utc,query_label,query_text,query_purpose,database,id,title,year,published,authors,venue,url,citation_count,collision_level,collision_reasons,abstract
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,1606.08600v2,Limits on Lorentz invariance violation at the Planck energy scale from H.E.S.S. spectral analysis of the blazar Mrk 501,2016,2016-06-28,Matthias Lorentz; Pierre Brun,arXiv,https://arxiv.org/abs/1606.08600v2,,low,lorentz,"Some extensions to the Standard Model lead to the introduction of Lorentz symmetry breaking terms, expected to induce deviations from Lorentz symmetry around the Planck scale. A parameterization of effects due to Lorentz invariance violation (LIV) can be introduced by adding an effective term to the photon dispersion relation. This affects the kinematics of electron-positron pair creation by TeV $γ$ rays on the extragalactic background light (EBL) and translates into modifications of the standard EBL opacity for the TeV photon spectra of extragalactic sources. Exclusion limits are presented, obtained with the spectral analysis of H.E.S.S. observations taken on the blazar Mrk 501 during the exceptional 2014 flare. The energy spectrum, extending very significantly above 10 TeV, allows to place strong limits on LIV in the photon sector at the level of the Planck energy scale for linear perturbations in the photon dispersion relation, and provides the strongest constraints presently for the case of quadratic perturbations."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,1610.09430v1,Lorentz-Violating QCD Corrections to Deep Inelastic Scattering,2016,2016-10-28,A. R. Vieira,arXiv,https://arxiv.org/abs/1610.09430v1,,low,lorentz,"In this work, we present CPT- and Lorentz-violating corrections to observable quantities in electron-proton scattering. We also show how the theoretical prediction can be used together with data to establish bounds on a coefficient for CPT and Lorentz violation in the QCD sector."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,2212.09504v1,Calculations in Lorentz-breaking scalar QED,2022,2022-12-15,Jean C. C. Felipe; A. Yu Petrov; A. P. B. Scarpelli; L. C. T. Brito,arXiv,https://arxiv.org/abs/2212.09504v1,,low,lorentz,"We purpose a study a Lorentz-breaking extension of the scalar QED. We calculate the contributions in the Lorentz-violating parameters to the two-point functions of scalar and gauge fields. We found that the two background tensors, coming from the two sectors (scalar and gauge) are mixed in the one-loop corrections. This shows that these two Lorentz-breaking terms cannot be studied in an isolated form."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,2206.11002v2,Lorentz symmetry breaking and supersymmetry,2022,2022-06-22,J. R. Nascimento; A. Yu. Petrov,arXiv,https://arxiv.org/abs/2206.11002v2,,low,lorentz,"We discuss three manners to implement Lorentz symmetry breaking in a superfield theory formulated within the superfield formalism, that is, deformation of the supersymmetry algebra, introducing of an extra superfield whose components can depend on Lorentz-violating (LV) vectors (tensors), and adding of new terms proportional to LV vectors (tensors) to the superfield action. We illustrate these methodologies with examples of quantum calculations."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,1911.07780v1,Lorentz-Violating Running of Coupling Constants,2019,2019-11-18,A. R. Vieira; N. Sherrill,arXiv,https://arxiv.org/abs/1911.07780v1,,low,lorentz,"We compute the full vacuum polarization tensor in the minimal QED extension. We find that its low-energy limit is dominated by the radiatively induced Chern-Simons-like term and the high-energy limit is dominated by the c-type coefficients. We investigate the implications of the high-energy limit for the QED and QCD running couplings. In particular, the QCD running offers the possibility to study Lorentz-violating effects on the parton distribution functions and observables such as the hadronic R ratio."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,2206.06353v1,The unambiguous Lorentz-violating induced terms,2022,2022-06-13,A. R. Vieira,arXiv,https://arxiv.org/abs/2206.06353v1,,low,lorentz,"In this work, we show that surface terms, which map dependence on regularization, can be fixed requiring momentum routing invariance of tadpoles or diagrams with more external legs. This condition makes the Lorentz-violating terms induced by quantum corrections determined and uniques."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,2009.01107v1,Developments in Lorentz and CPT Violation,2020,2020-09-02,Alan Kostelecky,arXiv,https://arxiv.org/abs/2009.01107v1,,low,lorentz,"This talk at the CPT'19 meeting outlines a few recent developments in Lorentz and CPT violation, with particular attention to results obtained by researchers at the Indiana University Center for Spacetime Symmetries."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,arxiv,1205.6008v3,Holonomy transformations for singular foliations,2012,2012-05-27,Iakovos Androulidakis; Marco Zambon,arXiv,https://arxiv.org/abs/1205.6008v3,,low,calibration/holonomy,"In order to understand the linearization problem around a leaf of a singular foliation, we extend the familiar holonomy map from the case of regular foliations to the case of singular foliations. To this aim we introduce the notion of holonomy transformation. Unlike the regular case, holonomy transformations can not be attached to classes of paths in the foliation, but rather to elements of the holonomy groupoid of the singular foliation. This assignment is injective. Holonomy transformations allow us to link the linearization problem with the compactness of the isotropy group of the holonomy groupoid, as well as with the linearization problem for proper Lie groupoids."
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.2139/ssrn.6598581,The Spin-Statistics Theorem as a Topological Necessity Fermi Dirac Statistics from Z2 Normal Holonomy Without Lorentz Invariance,2026,2026,Ge Li,,https://doi.org/10.2139/ssrn.6598581,,medium,lorentz; calibration/holonomy,"<jats:p>Every standard proof of the spin-statistics theorem invokes Lorentz invariance and microcausality in an essential way. We present a proof that requires neither. In the vortex-knot framework, fermionic particles are compact M bius surfaces in R3 carrying a Z2 normal holonomy Hol(γ) = −1 [1]. We prove:(i) The two-particle con guration space is homotopy equivalent to the real projective plane: C2≃RP2, so π1(C2) ∼= Z2.(ii) Real line bundles over RP2 are classi ed by H1(RP2;Z2) ∼= Z2: there are exactly two, the trivial bundle (holonomy +1) and the tautological M bius bundle (holonomy −1).(iii) The exchange holonomy of the fermionic vortex-knot wavefunction equals −1 (a unit normal section traversing γ undergoes a sign reversal). Under the identi cation of this O(1) holonomy with the exchange phase of the con guration-space bundle (Assumption A, geometrically natural and explicitly stated in the proof), the wavefunction bundle is the tautological M bius bundle over RP2.(iv) Therefore the two-particle wavefunction is antisymmetric under exchange: Fermi Dirac statistics follows.Points (i) (ii) are Class A (rigorous). Points (iii) (iv) are Class B: rigorous given Assumption A, which identi es two geometric Z2 actions that both arise from the M bius half-twist. Its explicit proof (an equivariant bundle map) is left as an open problem. The topological skeleton of the argument C2≃RP2 and the two-bundle classi cation is unconditional. A striking geometric correspondence emerges: the non-orientability of the M bius particle and the non-orientability of the two-particle con guration space RP2 are the same Z2 at two di erent scales.</jats:p>"
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.21203/rs.3.rs-8821890/v1,"Deterministic Lattice-Brane Substrate in a 4D Embedding Emergent Lorentz Kinematics, Gauge Holonomy, and Solitonic Matter",2026,2026,Lukas Peter Molzberger,,https://doi.org/10.21203/rs.3.rs-8821890/v1,,medium,lorentz; calibration/holonomy,"<title>Abstract</title>
                <p>The Standard Model and general relativity provide exceptionally accurate effective
descriptions of observed physics, yet their combined “fundamental” inventory is structurally
elaborate: multiple quantum fields, symmetry sectors, and many parameters fixed by
measurement. This motivates a complementary question of minimal-ingredient reconstruction:
can a smaller set of ground ingredients plausibly give rise to the familiar phenomenology as
emergent, coarse-grained regularities?
We explore a deterministic substrate-first framework in which observable physics arises
from waves on an ontically real, tensioned three-dimensional elastic medium (a “brane”)
embedded in R4. The continuum model is formulated for an embedding field X : Ω ×R →R4
with external time as evolution parameter, using an isotropic hyperelastic action built from
the induced metric and an isotropic reference metric; a single mismatch parameter αencodes
homogeneous pre-stress. The continuum description is treated as the long-wavelength effective
limit of a cubic lattice of nodes/cells embedded in R4. Linearization yields multiple polarized
branches with characteristic wave cones; when a single branch dominates and dispersion is
negligible, Lorentz-type kinematics emerges as an effective symmetry for observers built from
the same substrate. A further geometric consequence of embedding is a transverse–lateral
backreaction: localized excitation of the fourth component changes intrinsic distances and,
under pre-tension, drives an inward lateral pull (contraction) that acts as a long-range
“gravity-like” channel in a weak, slowly varying limit. We additionally postulate an ordered,
narrowband carrier sector that provides macroscopic phase coherence. Adiabatic transport of
its polarization subspace induces a Berry (rank-1) or Wilczek–Zee (non-Abelian) connection;
we interpret these connections as the natural gauge degrees of freedom of a coarse-grained
envelope description, leading to gauge-covariant derivatives and curvature terms in an
effective slow-sector action. On a cubic lattice, a natural internal sector is a three-component
axis-aligned narrowband triplet Ψ = (ψx,ψy ,ψz )⊤ ∈C3. In the weak-mixing limit gmix →0,
each axis supports an independent U(1) geometric phase. Here gmix is an effective measure of
inter-axis mixing controlled by the prestretch α and by the microscopic coupling stencil (e.g.
diagonal couplings). For gmix &gt;0, the eigenmodes become mixtures of axes and the correct
description is a non-Abelian U(3) Wilczek–Zee connection whose traceless part suggests an
SU(3)-like “color” structure. The lattice spacing also introduces a Brillouin-zone setting
in which Berry curvature can be computed on a discretized momentum lattice, in direct
analogy with lattice-QCD Berry-curvature constructions. Particle-like states are modeled
as localized solitons: because the dynamics derives from an action, linearization about
symmetric backgrounds yields self-adjoint eigenproblems, with angular structure organized
by spherical-harmonic families and physical amplitudes fixed by nonlinear self-guidance and
energy normalization. A discrete lattice realization is recorded both as (i) the proposed
microphysical substrate picture and (ii) an implementation basis for testing dispersion,
holonomy diagnostics, and localized-mode stability.
The aim is not to challenge the empirical success of established theories, but to present a
concrete, testable substrate model in which “matter” and “forces” are different regimes of
one underlying dynamics.</p>"
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.3842/sigma.2009.066,Holonomy and Projective Equivalence in 4-Dimensional Lorentz Manifolds,2009,2009,Graham S. Hall,"Symmetry, Integrability and Geometry: Methods and Applications",https://doi.org/10.3842/sigma.2009.066,,medium,lorentz; calibration/holonomy,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.1007/978-981-10-2603-4_3,Relative Navigation of Lorentz-Augmented Orbital Motion,2017,2017,Ye Yan; Xu Huang; Yueneng Yang,Dynamics and Control of Lorentz-Augmented Spacecraft Relative Motion,https://doi.org/10.1007/978-981-10-2603-4_3,,low,lorentz,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.1142/9789811213984_0066,Lorentz Violation in the Matter–Gravity Sector,2020,2020,Zonghao Li,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789811213984_0066,,low,lorentz,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.1007/s12220-018-0027-1,Holonomy Classification of Lorentz-Kähler Manifolds,2019,2019,Anton S. Galaev,The Journal of Geometric Analysis,https://doi.org/10.1007/s12220-018-0027-1,,medium,lorentz; calibration/holonomy,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.1142/9789814566438_0014,LORENTZ AND CPT VIOLATION IN THE NEUTRINO SECTOR,2014,2014,JORGE S. DÍAZ,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789814566438_0014,,low,lorentz,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,crossref,10.1142/9789813148505_0080,Prospects for Testing Lorentz and CPT Invariance in the Top-Quark Sector,2017,2017,Z. Liu,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789813148505_0080,,low,lorentz,
2026-06-30T13:25:46+00:00,relative_calibration_holonomy,"""relative calibration"" holonomy Lorentz sector",relative-sector calibration or holonomy collision,semantic_scholar,ERROR,Semantic Scholar query failed: HTTP Error 429: ,,,,,,,none,,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1606.08600v2,Limits on Lorentz invariance violation at the Planck energy scale from H.E.S.S. spectral analysis of the blazar Mrk 501,2016,2016-06-28,Matthias Lorentz; Pierre Brun,arXiv,https://arxiv.org/abs/1606.08600v2,,low,lorentz,"Some extensions to the Standard Model lead to the introduction of Lorentz symmetry breaking terms, expected to induce deviations from Lorentz symmetry around the Planck scale. A parameterization of effects due to Lorentz invariance violation (LIV) can be introduced by adding an effective term to the photon dispersion relation. This affects the kinematics of electron-positron pair creation by TeV $γ$ rays on the extragalactic background light (EBL) and translates into modifications of the standard EBL opacity for the TeV photon spectra of extragalactic sources. Exclusion limits are presented, obtained with the spectral analysis of H.E.S.S. observations taken on the blazar Mrk 501 during the exceptional 2014 flare. The energy spectrum, extending very significantly above 10 TeV, allows to place strong limits on LIV in the photon sector at the level of the Planck energy scale for linear perturbations in the photon dispersion relation, and provides the strongest constraints presently for the case of quadratic perturbations."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1209.5602v3,"Hidden sector dark matter explains the DAMA, CoGeNT, CRESST-II and CDMS/Si experiments",2012,2012-09-25,R. Foot,arXiv,https://arxiv.org/abs/1209.5602v3,,low,hidden sector,"We examine data from the DAMA, CoGeNT, CRESST-II and CDMS/Si direct detection experiments in the context of multi-component hidden sector dark matter. The models considered feature a hidden sector with two or more stable particles charged under an unbroken $U(1)'$ gauge interaction. The new gauge field can interact with the standard $U(1)_Y$ via renormalizable kinetic mixing, leading to Rutherford-type elastic scattering of the dark matter particles off ordinary nuclei. We consider the simplest generic model of this type, with a hidden sector composed of two stable particles, $F_1$ and $F_2$. We find that this simple model can simultaneously explain the DAMA, CoGeNT, CRESST-II and CDMS/Si data. This explanation has some tension with the most recent results from the XENON100 experiment."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1610.09430v1,Lorentz-Violating QCD Corrections to Deep Inelastic Scattering,2016,2016-10-28,A. R. Vieira,arXiv,https://arxiv.org/abs/1610.09430v1,,low,lorentz,"In this work, we present CPT- and Lorentz-violating corrections to observable quantities in electron-proton scattering. We also show how the theoretical prediction can be used together with data to establish bounds on a coefficient for CPT and Lorentz violation in the QCD sector."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1008.5153v1,Singlet Portal to the Hidden Sector,2010,2010-08-30,Clifford Cheung; Yasunori Nomura,arXiv,https://arxiv.org/abs/1008.5153v1,,low,hidden sector,"Ultraviolet physics typically induces a kinetic mixing between gauge singlets which is marginal and hence non-decoupling in the infrared. In singlet extensions of the minimal supersymmetric standard model, e.g. the next-to-minimal supersymmetric standard model, this furnishes a well motivated and distinctive portal connecting the visible sector to any hidden sector which contains a singlet chiral superfield. In the presence of singlet kinetic mixing, the hidden sector automatically acquires a light mass scale in the range 0.1 - 100 GeV induced by electroweak symmetry breaking. In theories with R-parity conservation, superparticles produced at the LHC invariably cascade decay into hidden sector particles. Since the hidden sector singlet couples to the visible sector via the Higgs sector, these cascades necessarily produce a Higgs boson in an order 0.01 - 1 fraction of events. Furthermore, supersymmetric cascades typically produce highly boosted, low-mass hidden sector singlets decaying visibly, albeit with displacement, into the heaviest standard model particles which are kinematically accessible. We study experimental constraints on this broad class of theories, as well as the role of singlet kinetic mixing in direct detection of hidden sector dark matter. We also present related theories in which a hidden sector singlet interacts with the visible sector through kinetic mixing with right-handed neutrinos."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1410.5244v1,Cryogenic resonant microwave cavity searches for hidden sector photons,2014,2014-10-20,Stephen R. Parker; John G. Hartnett; Rhys G. Povey; Michael E. Tobar,arXiv,https://arxiv.org/abs/1410.5244v1,,low,hidden sector,"The hidden sector photon is a weakly interacting hypothetical particle with sub-eV mass that kinetically mixes with the photon. We describe a microwave frequency light shining through a wall experiment where a cryogenic resonant microwave cavity is used to try and detect photons that have passed through an impenetrable barrier, a process only possible via mixing with hidden sector photons. For a hidden sector photon mass of 53 $μ$eV we limit the hidden photon kinetic mixing parameter $χ< 1.7\times10^{-7}$, which is an order of magnitude lower than previous bounds derived from cavity experiments in the same mass range. In addition, we use the cryogenic detector cavity to place new limits on the kinetic mixing parameter for hidden sector photons as a form of cold dark matter."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,2212.09504v1,Calculations in Lorentz-breaking scalar QED,2022,2022-12-15,Jean C. C. Felipe; A. Yu Petrov; A. P. B. Scarpelli; L. C. T. Brito,arXiv,https://arxiv.org/abs/2212.09504v1,,low,lorentz,"We purpose a study a Lorentz-breaking extension of the scalar QED. We calculate the contributions in the Lorentz-violating parameters to the two-point functions of scalar and gauge fields. We found that the two background tensors, coming from the two sectors (scalar and gauge) are mixed in the one-loop corrections. This shows that these two Lorentz-breaking terms cannot be studied in an isolated form."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,2206.11002v2,Lorentz symmetry breaking and supersymmetry,2022,2022-06-22,J. R. Nascimento; A. Yu. Petrov,arXiv,https://arxiv.org/abs/2206.11002v2,,low,lorentz,"We discuss three manners to implement Lorentz symmetry breaking in a superfield theory formulated within the superfield formalism, that is, deformation of the supersymmetry algebra, introducing of an extra superfield whose components can depend on Lorentz-violating (LV) vectors (tensors), and adding of new terms proportional to LV vectors (tensors) to the superfield action. We illustrate these methodologies with examples of quantum calculations."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,arxiv,1101.1324v1,Hidden-sector correction to Coulomb potential through the photonic portal,2011,2011-01-03,Wojciech Krolikowski,arXiv,https://arxiv.org/abs/1101.1324v1,,low,hidden sector,"We show that in the model of hidden sector of the Universe, interacting with the Standard-Model sector through the photonic portal, the Standard-Model Coulomb potential gets a tiny hidden-sector additive correction that might turn out to be either exciting or fatal for the verification of this model."
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,openalex,10.1103/physrevd.111.063544,Detailed calculation of primordial black hole formation during first-order cosmological phase transitions,2025,2025-03-24,Michael J. Baker; Moritz Breitbach; Joachim Kopp; Lukas Mittnacht,Physical review. D/Physical review. D.,https://doi.org/10.1103/physrevd.111.063544,17,none,,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1007/jhep11(2010)103,Singlet portal to the hidden sector,2010,2010,Clifford Cheung; Yasunori Nomura,Journal of High Energy Physics,https://doi.org/10.1007/jhep11(2010)103,,low,hidden sector,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1142/9789811213984_0066,Lorentz Violation in the Matter–Gravity Sector,2020,2020,Zonghao Li,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789811213984_0066,,low,lorentz,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1142/9789814566438_0014,LORENTZ AND CPT VIOLATION IN THE NEUTRINO SECTOR,2014,2014,JORGE S. DÍAZ,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789814566438_0014,,low,lorentz,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1103/physrevd.81.023530,Cosmic ray anomalies and dark matter annihilation to muons via a Higgs portal hidden sector,2010,2010,Kazunori Kohri; John McDonald; Narendra Sahu,Physical Review D,https://doi.org/10.1103/physrevd.81.023530,,low,hidden sector,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1142/9789813148505_0080,Prospects for Testing Lorentz and CPT Invariance in the Top-Quark Sector,2017,2017,Z. Liu,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789813148505_0080,,low,lorentz,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1142/9789812702173_0028,THE BOUNDS ON LORENTZ AND CPT VIOLATING PARAMETERS IN THE HIGGS SECTOR,2005,2005,ISMAIL TURAN,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789812702173_0028,,low,lorentz,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.1142/9789813148505_0029,Searches for Anisotropic Lorentz-Invariance Violation in the Photon Sector,2017,2017,F. Kislat; H. Krawczynski,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789813148505_0029,,low,lorentz,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,crossref,10.3938/npsm.66.966,Hidden Sector DM Models with Local Dark Gauge Symmetries: Higgs Portal DM Models and Beyond,2016,2016,Pyungwon KO*,New Physics: Sae Mulli,https://doi.org/10.3938/npsm.66.966,,low,hidden sector,
2026-06-30T13:25:46+00:00,hidden_cone_portal,"""hidden sector"" ""different speed"" portal Lorentz",portal models with hidden cone mismatch,semantic_scholar,ERROR,Semantic Scholar query failed: HTTP Error 429: ,,,,,,,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,1209.5602v3,"Hidden sector dark matter explains the DAMA, CoGeNT, CRESST-II and CDMS/Si experiments",2012,2012-09-25,R. Foot,arXiv,https://arxiv.org/abs/1209.5602v3,,low,hidden sector,"We examine data from the DAMA, CoGeNT, CRESST-II and CDMS/Si direct detection experiments in the context of multi-component hidden sector dark matter. The models considered feature a hidden sector with two or more stable particles charged under an unbroken $U(1)'$ gauge interaction. The new gauge field can interact with the standard $U(1)_Y$ via renormalizable kinetic mixing, leading to Rutherford-type elastic scattering of the dark matter particles off ordinary nuclei. We consider the simplest generic model of this type, with a hidden sector composed of two stable particles, $F_1$ and $F_2$. We find that this simple model can simultaneously explain the DAMA, CoGeNT, CRESST-II and CDMS/Si data. This explanation has some tension with the most recent results from the XENON100 experiment."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,1410.5244v1,Cryogenic resonant microwave cavity searches for hidden sector photons,2014,2014-10-20,Stephen R. Parker; John G. Hartnett; Rhys G. Povey; Michael E. Tobar,arXiv,https://arxiv.org/abs/1410.5244v1,,low,hidden sector,"The hidden sector photon is a weakly interacting hypothetical particle with sub-eV mass that kinetically mixes with the photon. We describe a microwave frequency light shining through a wall experiment where a cryogenic resonant microwave cavity is used to try and detect photons that have passed through an impenetrable barrier, a process only possible via mixing with hidden sector photons. For a hidden sector photon mass of 53 $μ$eV we limit the hidden photon kinetic mixing parameter $χ< 1.7\times10^{-7}$, which is an order of magnitude lower than previous bounds derived from cavity experiments in the same mass range. In addition, we use the cryogenic detector cavity to place new limits on the kinetic mixing parameter for hidden sector photons as a form of cold dark matter."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,1205.5381v3,Collision-induced stimulated photon echo at the transition 0-1,2012,2012-05-24,V. A. Reshetov; E. N. Popov,arXiv,https://arxiv.org/abs/1205.5381v3,,low,interface/defect/echo,"The stimulated photon echo formed by the sequence of three laser excitation pulses in gaseous medium on the transition with the angular momentum change 0-1 is considered with an account of elastic depolarizing collisions. The polarization properties of this echo may be potentially interesting for the purposes of data processing. It is shown, that with the polarization of the first pulse orthogonal to that of the second and third pulses the appearance of the echo signal will be entirely determined by the action of collisions. The existence of this echo is determined by the difference in the alignment and the orientation relaxation rates of the excited level."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,1402.4408v1,Data analysis Pipeline for EChO end-to-end simulations,2014,2014-02-18,Ingo P. Waldmann; Enzo Pascale,arXiv,https://arxiv.org/abs/1402.4408v1,,low,interface/defect/echo,"Atmospheric spectroscopy of extrasolar planets is an intricate business. Atmospheric signatures typically require a photometric precision of $1 \times 10^{-4}$ in flux over several hours. Such precision demands high instrument stability as well as an understanding of stellar variability and an optimal data reduction and removal of systematic noise. In the context of the EChO mission concept, we here discuss the data reduction and analysis pipeline developed for the EChO end-to-end simulator EChOSim. We present and discuss the step by step procedures required in order to obtain the final exoplanetary spectrum from the EChOSim`raw data' using a simulated observation of the secondary eclipse of the hot-Neptune 55 Cnc e."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,1401.2977v1,EChO Payload electronics architecture and SW design,2014,2014-01-13,M. Focardi; A. M. Di Giorgio; M. Farina; M. Pancrazzi; R. Ottensamer; T. L. Lim,arXiv,https://arxiv.org/abs/1401.2977v1,,low,interface/defect/echo,"EChO is a three-modules (VNIR, SWIR, MWIR), highly integrated spectrometer, covering the wavelength range from 0.55 $μ$m, to 11.0 $μ$m. The baseline design includes the goal wavelength extension to 0.4 $μ$m while an optional LWIR module extends the range to the goal wavelength of 16.0 $μ$m. An Instrument Control Unit (ICU) is foreseen as the main electronic subsystem interfacing the spacecraft and collecting data from all the payload spectrometers modules. ICU is in charge of two main tasks: the overall payload control (Instrument Control Function) and the housekeepings and scientific data digital processing (Data Processing Function), including the lossless compression prior to store the science data to the Solid State Mass Memory of the Spacecraft. These two main tasks are accomplished thanks to the Payload On Board Software (P-OBSW) running on the ICU CPUs."
